name,parent,type,size
progress.py,[],file,59746
_stack.py,[],file,351
_windows.py,[],file,1926
_cell_widths.py,[],file,10096
cells.py,[],file,4503
_win32_console.py,[],file,22820
panel.py,[],file,8744
styled.py,[],file,1258
spinner.py,[],file,4374
_windows_renderer.py,[],file,2783
json.py,[],file,5051
padding.py,[],file,4970
__main__.py,[],file,8808
scope.py,[],file,2842
_extension.py,[],file,265
status.py,[],file,4425
abc.py,[],file,890
jupyter.py,[],file,3252
color_triplet.py,[],file,1054
filepost.py,"['util', 'contrib', 'packages']",file,2440
fields.py,"['util', 'contrib', 'packages']",file,8579
_version.py,"['util', 'contrib', 'packages']",file,64
request.py,"['util', 'contrib', 'packages']",file,5985
__init__.py,"['util', 'contrib', 'packages']",file,3333
poolmanager.py,"['util', 'contrib', 'packages']",file,19786
response.py,"['util', 'contrib', 'packages']",file,30109
connection.py,"['util', 'contrib', 'packages']",file,20070
_collections.py,"['util', 'contrib', 'packages']",file,10811
exceptions.py,"['util', 'contrib', 'packages']",file,8217
connectionpool.py,"['util', 'contrib', 'packages']",file,39093
util,/Users/nikakaraseva/Desktop/GB/PYTHON_new/Seminars/Sem_8/venv/lib/python3.11/site-packages/pip/_vendor/urllib3,dir,97190
contrib,/Users/nikakaraseva/Desktop/GB/PYTHON_new/Seminars/Sem_8/venv/lib/python3.11/site-packages/pip/_vendor/urllib3,dir,106810
packages,/Users/nikakaraseva/Desktop/GB/PYTHON_new/Seminars/Sem_8/venv/lib/python3.11/site-packages/pip/_vendor/urllib3,dir,36082
queue.py,[],file,498
ssltransport.py,[],file,6895
proxy.py,[],file,1605
wait.py,[],file,5403
request.py,[],file,3997
timeout.py,[],file,10003
__init__.py,[],file,1155
response.py,[],file,3510
ssl_.py,[],file,17177
retry.py,[],file,22001
url.py,[],file,14287
connection.py,[],file,4901
ssl_match_hostname.py,[],file,5758
securetransport.py,['_securetransport'],file,34448
__init__.py,['_securetransport'],file,0
socks.py,['_securetransport'],file,7097
_appengine_environ.py,['_securetransport'],file,957
pyopenssl.py,['_securetransport'],file,17182
appengine.py,['_securetransport'],file,11034
ntlmpool.py,['_securetransport'],file,4538
_securetransport,/Users/nikakaraseva/Desktop/GB/PYTHON_new/Seminars/Sem_8/venv/lib/python3.11/site-packages/pip/_vendor/urllib3/contrib,dir,31554
__init__.py,[],file,0
low_level.py,[],file,13922
bindings.py,[],file,17632
__init__.py,['backports'],file,0
six.py,['backports'],file,34665
backports,/Users/nikakaraseva/Desktop/GB/PYTHON_new/Seminars/Sem_8/venv/lib/python3.11/site-packages/pip/_vendor/urllib3/packages,dir,1417
__init__.py,[],file,0
makefile.py,[],file,1417
py31compat.py,[],file,562
__init__.py,[],file,108287
resolvers.py,['compat'],file,17592
__init__.py,['compat'],file,537
providers.py,['compat'],file,5872
structs.py,['compat'],file,4794
reporters.py,['compat'],file,1583
compat,/Users/nikakaraseva/Desktop/GB/PYTHON_new/Seminars/Sem_8/venv/lib/python3.11/site-packages/pip/_vendor/resolvelib,dir,156
__init__.py,[],file,0
collections_abc.py,[],file,156
macos.py,[],file,2655
unix.py,[],file,6910
version.py,[],file,78
__init__.py,[],file,12831
api.py,[],file,4910
android.py,[],file,4068
windows.py,[],file,6439
__main__.py,[],file,1176
RECORD,[],file,71259
WHEEL,[],file,92
entry_points.txt,[],file,125
top_level.txt,[],file,4
LICENSE.txt,[],file,1093
INSTALLER,[],file,4
METADATA,[],file,4072
RECORD,[],file,2815
WHEEL,[],file,92
entry_points.txt,[],file,107
top_level.txt,[],file,6
LICENSE.txt,[],file,1107
INSTALLER,[],file,4
METADATA,[],file,2110
_path.py,"['_vendor', 'config', 'command', 'extern', '_distutils']",file,749
cli-arm64.exe,"['_vendor', 'config', 'command', 'extern', '_distutils']",file,137216
logging.py,"['_vendor', 'config', 'command', 'extern', '_distutils']",file,1210
windows_support.py,"['_vendor', 'config', 'command', 'extern', '_distutils']",file,718
_deprecation_warning.py,"['_vendor', 'config', 'command', 'extern', '_distutils']",file,218
package_index.py,"['_vendor', 'config', 'command', 'extern', '_distutils']",file,40329
archive_util.py,"['_vendor', 'config', 'command', 'extern', '_distutils']",file,7346
_imp.py,"['_vendor', 'config', 'command', 'extern', '_distutils']",file,2392
version.py,"['_vendor', 'config', 'command', 'extern', '_distutils']",file,144
discovery.py,"['_vendor', 'config', 'command', 'extern', '_distutils']",file,20799
cli-64.exe,"['_vendor', 'config', 'command', 'extern', '_distutils']",file,74752
_reqs.py,"['_vendor', 'config', 'command', 'extern', '_distutils']",file,501
gui-64.exe,"['_vendor', 'config', 'command', 'extern', '_distutils']",file,75264
depends.py,"['_vendor', 'config', 'command', 'extern', '_distutils']",file,5499
__init__.py,"['_vendor', 'config', 'command', 'extern', '_distutils']",file,8429
installer.py,"['_vendor', 'config', 'command', 'extern', '_distutils']",file,3824
glob.py,"['_vendor', 'config', 'command', 'extern', '_distutils']",file,4873
sandbox.py,"['_vendor', 'config', 'command', 'extern', '_distutils']",file,14348
py34compat.py,"['_vendor', 'config', 'command', 'extern', '_distutils']",file,245
script.tmpl,"['_vendor', 'config', 'command', 'extern', '_distutils']",file,138
launch.py,"['_vendor', 'config', 'command', 'extern', '_distutils']",file,812
extension.py,"['_vendor', 'config', 'command', 'extern', '_distutils']",file,5591
unicode_utils.py,"['_vendor', 'config', 'command', 'extern', '_distutils']",file,941
_itertools.py,"['_vendor', 'config', 'command', 'extern', '_distutils']",file,675
monkey.py,"['_vendor', 'config', 'command', 'extern', '_distutils']",file,4857
build_meta.py,"['_vendor', 'config', 'command', 'extern', '_distutils']",file,19539
cli.exe,"['_vendor', 'config', 'command', 'extern', '_distutils']",file,65536
errors.py,"['_vendor', 'config', 'command', 'extern', '_distutils']",file,2464
dep_util.py,"['_vendor', 'config', 'command', 'extern', '_distutils']",file,949
msvc.py,"['_vendor', 'config', 'command', 'extern', '_distutils']",file,47724
_importlib.py,"['_vendor', 'config', 'command', 'extern', '_distutils']",file,1311
_entry_points.py,"['_vendor', 'config', 'command', 'extern', '_distutils']",file,1972
cli-32.exe,"['_vendor', 'config', 'command', 'extern', '_distutils']",file,65536
gui-32.exe,"['_vendor', 'config', 'command', 'extern', '_distutils']",file,65536
gui.exe,"['_vendor', 'config', 'command', 'extern', '_distutils']",file,65536
dist.py,"['_vendor', 'config', 'command', 'extern', '_distutils']",file,45578
wheel.py,"['_vendor', 'config', 'command', 'extern', '_distutils']",file,8376
gui-arm64.exe,"['_vendor', 'config', 'command', 'extern', '_distutils']",file,137728
namespaces.py,"['_vendor', 'config', 'command', 'extern', '_distutils']",file,3093
script (dev).tmpl,"['_vendor', 'config', 'command', 'extern', '_distutils']",file,218
_vendor,/Users/nikakaraseva/Desktop/GB/PYTHON_new/Seminars/Sem_8/venv/lib/python3.11/site-packages/setuptools,dir,839953
config,/Users/nikakaraseva/Desktop/GB/PYTHON_new/Seminars/Sem_8/venv/lib/python3.11/site-packages/setuptools,dir,369045
command,/Users/nikakaraseva/Desktop/GB/PYTHON_new/Seminars/Sem_8/venv/lib/python3.11/site-packages/setuptools,dir,267898
extern,/Users/nikakaraseva/Desktop/GB/PYTHON_new/Seminars/Sem_8/venv/lib/python3.11/site-packages/setuptools,dir,2512
_distutils,/Users/nikakaraseva/Desktop/GB/PYTHON_new/Seminars/Sem_8/venv/lib/python3.11/site-packages/setuptools,dir,604933
__init__.py,"['packaging', 'jaraco', 'pyparsing', 'importlib_metadata', 'more_itertools', 'importlib_resources', 'tomli']",file,0
zipp.py,"['packaging', 'jaraco', 'pyparsing', 'importlib_metadata', 'more_itertools', 'importlib_resources', 'tomli']",file,8425
ordered_set.py,"['packaging', 'jaraco', 'pyparsing', 'importlib_metadata', 'more_itertools', 'importlib_resources', 'tomli']",file,15130
typing_extensions.py,"['packaging', 'jaraco', 'pyparsing', 'importlib_metadata', 'more_itertools', 'importlib_resources', 'tomli']",file,87149
packaging,/Users/nikakaraseva/Desktop/GB/PYTHON_new/Seminars/Sem_8/venv/lib/python3.11/site-packages/setuptools/_vendor,dir,96322
jaraco,/Users/nikakaraseva/Desktop/GB/PYTHON_new/Seminars/Sem_8/venv/lib/python3.11/site-packages/setuptools/_vendor,dir,34449
pyparsing,/Users/nikakaraseva/Desktop/GB/PYTHON_new/Seminars/Sem_8/venv/lib/python3.11/site-packages/setuptools/_vendor,dir,369986
importlib_metadata,/Users/nikakaraseva/Desktop/GB/PYTHON_new/Seminars/Sem_8/venv/lib/python3.11/site-packages/setuptools/_vendor,dir,42846
more_itertools,/Users/nikakaraseva/Desktop/GB/PYTHON_new/Seminars/Sem_8/venv/lib/python3.11/site-packages/setuptools/_vendor,dir,134297
importlib_resources,/Users/nikakaraseva/Desktop/GB/PYTHON_new/Seminars/Sem_8/venv/lib/python3.11/site-packages/setuptools/_vendor,dir,25123
tomli,/Users/nikakaraseva/Desktop/GB/PYTHON_new/Seminars/Sem_8/venv/lib/python3.11/site-packages/setuptools/_vendor,dir,26226
tags.py,[],file,15699
_musllinux.py,[],file,4378
version.py,[],file,14665
__init__.py,[],file,497
utils.py,[],file,4200
requirements.py,[],file,4700
_structures.py,[],file,1431
markers.py,[],file,8493
__about__.py,[],file,661
_manylinux.py,[],file,11488
specifiers.py,[],file,30110
functools.py,['text'],file,13512
__init__.py,['text'],file,0
context.py,['text'],file,5420
text,/Users/nikakaraseva/Desktop/GB/PYTHON_new/Seminars/Sem_8/venv/lib/python3.11/site-packages/setuptools/_vendor/jaraco,dir,15517
__init__.py,[],file,15517
results.py,['diagram'],file,25341
unicode.py,['diagram'],file,10787
util.py,['diagram'],file,6805
actions.py,['diagram'],file,6426
__init__.py,['diagram'],file,9159
core.py,['diagram'],file,213310
common.py,['diagram'],file,12936
exceptions.py,['diagram'],file,9023
testing.py,['diagram'],file,13402
helpers.py,['diagram'],file,39129
diagram,/Users/nikakaraseva/Desktop/GB/PYTHON_new/Seminars/Sem_8/venv/lib/python3.11/site-packages/setuptools/_vendor/pyparsing,dir,23668
__init__.py,[],file,23668
_meta.py,[],file,1154
_text.py,[],file,2166
__init__.py,[],file,30130
_functools.py,[],file,2895
_collections.py,[],file,743
_itertools.py,[],file,2068
_adapters.py,[],file,1862
_compat.py,[],file,1828
__init__.py,[],file,82
more.py,[],file,117959
recipes.py,[],file,16256
readers.py,[],file,3566
_common.py,[],file,2741
__init__.py,[],file,506
_itertools.py,[],file,884
_adapters.py,[],file,4504
_compat.py,[],file,2706
_legacy.py,[],file,3494
simple.py,[],file,2836
abc.py,[],file,3886
_types.py,[],file,254
__init__.py,[],file,396
_parser.py,[],file,22633
_re.py,[],file,2943
__init__.py,['_validate_pyproject'],file,1121
setupcfg.py,['_validate_pyproject'],file,25198
_apply_pyprojecttoml.py,['_validate_pyproject'],file,13398
pyprojecttoml.py,['_validate_pyproject'],file,19304
expand.py,['_validate_pyproject'],file,16319
_validate_pyproject,/Users/nikakaraseva/Desktop/GB/PYTHON_new/Seminars/Sem_8/venv/lib/python3.11/site-packages/setuptools/config,dir,293705
fastjsonschema_exceptions.py,[],file,1612
extra_validations.py,[],file,1153
error_reporting.py,[],file,11266
__init__.py,[],file,1038
fastjsonschema_validations.py,[],file,269900
formats.py,[],file,8736
build.py,[],file,6589
bdist_egg.py,[],file,16623
alias.py,[],file,2381
py36compat.py,[],file,4946
build_ext.py,[],file,15821
easy_install.py,[],file,85662
editable_wheel.py,[],file,31188
launcher manifest.xml,[],file,628
install_scripts.py,[],file,2612
upload.py,[],file,462
register.py,[],file,468
dist_info.py,[],file,4800
install_lib.py,[],file,3875
upload_docs.py,[],file,7494
build_py.py,[],file,14115
__init__.py,[],file,396
sdist.py,[],file,7071
test.py,[],file,8102
saveopts.py,[],file,658
bdist_rpm.py,[],file,1182
build_clib.py,[],file,4415
egg_info.py,[],file,26795
install.py,[],file,5163
develop.py,[],file,7012
rotate.py,[],file,2128
install_egg_info.py,[],file,2226
setopt.py,[],file,5086
__init__.py,[],file,2512
_msvccompiler.py,['command'],file,19672
unixccompiler.py,['command'],file,15641
filelist.py,['command'],file,13713
ccompiler.py,['command'],file,47369
msvc9compiler.py,['command'],file,30235
archive_util.py,['command'],file,8603
cmd.py,['command'],file,17973
config.py,['command'],file,4920
version.py,['command'],file,12952
log.py,['command'],file,1972
util.py,['command'],file,18128
fancy_getopt.py,['command'],file,17910
versionpredicate.py,['command'],file,5248
__init__.py,['command'],file,537
file_util.py,['command'],file,8226
core.py,['command'],file,9451
_functools.py,['command'],file,411
_collections.py,['command'],file,1330
cygwinccompiler.py,['command'],file,12537
extension.py,['command'],file,10270
debug.py,['command'],file,139
spawn.py,['command'],file,3517
text_file.py,['command'],file,12096
msvccompiler.py,['command'],file,23602
errors.py,['command'],file,3589
dep_util.py,['command'],file,3423
dir_util.py,['command'],file,8082
sysconfig.py,['command'],file,18858
_macos_compat.py,['command'],file,239
py39compat.py,['command'],file,639
py38compat.py,['command'],file,217
dist.py,['command'],file,50186
bcppcompiler.py,['command'],file,14789
command,/Users/nikakaraseva/Desktop/GB/PYTHON_new/Seminars/Sem_8/venv/lib/python3.11/site-packages/setuptools/_distutils,dir,208459
build.py,[],file,5617
py37compat.py,[],file,672
build_ext.py,[],file,31558
config.py,[],file,13137
clean.py,[],file,2603
check.py,[],file,4888
install_scripts.py,[],file,1936
upload.py,[],file,7477
register.py,[],file,11765
_framework_compat.py,[],file,1614
install_headers.py,[],file,1189
install_lib.py,[],file,8434
build_py.py,[],file,16568
bdist_dumb.py,[],file,4701
__init__.py,[],file,430
sdist.py,[],file,19241
bdist.py,[],file,5441
build_scripts.py,[],file,5624
bdist_rpm.py,[],file,22051
build_clib.py,[],file,7728
install.py,[],file,30221
install_egg_info.py,[],file,2785
install_data.py,[],file,2779
__init__.py,"['_vendor', '__pycache__', 'extern']",file,108568
_vendor,/Users/nikakaraseva/Desktop/GB/PYTHON_new/Seminars/Sem_8/venv/lib/python3.11/site-packages/pkg_resources,dir,1588454
__pycache__,/Users/nikakaraseva/Desktop/GB/PYTHON_new/Seminars/Sem_8/venv/lib/python3.11/site-packages/pkg_resources,dir,159605
extern,/Users/nikakaraseva/Desktop/GB/PYTHON_new/Seminars/Sem_8/venv/lib/python3.11/site-packages/pkg_resources,dir,6778
__init__.py,"['packaging', 'jaraco', 'pyparsing', '__pycache__', 'more_itertools', 'importlib_resources']",file,0
appdirs.py,"['packaging', 'jaraco', 'pyparsing', '__pycache__', 'more_itertools', 'importlib_resources']",file,24701
zipp.py,"['packaging', 'jaraco', 'pyparsing', '__pycache__', 'more_itertools', 'importlib_resources']",file,8425
packaging,/Users/nikakaraseva/Desktop/GB/PYTHON_new/Seminars/Sem_8/venv/lib/python3.11/site-packages/pkg_resources/_vendor,dir,231361
jaraco,/Users/nikakaraseva/Desktop/GB/PYTHON_new/Seminars/Sem_8/venv/lib/python3.11/site-packages/pkg_resources/_vendor,dir,91133
pyparsing,/Users/nikakaraseva/Desktop/GB/PYTHON_new/Seminars/Sem_8/venv/lib/python3.11/site-packages/pkg_resources/_vendor,dir,831620
__pycache__,/Users/nikakaraseva/Desktop/GB/PYTHON_new/Seminars/Sem_8/venv/lib/python3.11/site-packages/pkg_resources/_vendor,dir,29714
more_itertools,/Users/nikakaraseva/Desktop/GB/PYTHON_new/Seminars/Sem_8/venv/lib/python3.11/site-packages/pkg_resources/_vendor,dir,346377
importlib_resources,/Users/nikakaraseva/Desktop/GB/PYTHON_new/Seminars/Sem_8/venv/lib/python3.11/site-packages/pkg_resources/_vendor,dir,25123
tags.py,['__pycache__'],file,15699
_musllinux.py,['__pycache__'],file,4378
version.py,['__pycache__'],file,14665
__init__.py,['__pycache__'],file,497
utils.py,['__pycache__'],file,4200
requirements.py,['__pycache__'],file,4706
_structures.py,['__pycache__'],file,1431
markers.py,['__pycache__'],file,8496
__about__.py,['__pycache__'],file,661
_manylinux.py,['__pycache__'],file,11488
specifiers.py,['__pycache__'],file,30110
__pycache__,/Users/nikakaraseva/Desktop/GB/PYTHON_new/Seminars/Sem_8/venv/lib/python3.11/site-packages/pkg_resources/_vendor/packaging,dir,135030
markers.cpython-311.pyc,[],file,16576
requirements.cpython-311.pyc,[],file,7691
_musllinux.cpython-311.pyc,[],file,8039
tags.cpython-311.pyc,[],file,21390
utils.cpython-311.pyc,[],file,6725
__about__.cpython-311.pyc,[],file,684
_manylinux.cpython-311.pyc,[],file,13271
version.cpython-311.pyc,[],file,21917
specifiers.cpython-311.pyc,[],file,34405
__init__.cpython-311.pyc,[],file,605
_structures.cpython-311.pyc,[],file,3727
functools.py,"['__pycache__', 'text']",file,13515
__init__.py,"['__pycache__', 'text']",file,0
context.py,"['__pycache__', 'text']",file,5420
__pycache__,/Users/nikakaraseva/Desktop/GB/PYTHON_new/Seminars/Sem_8/venv/lib/python3.11/site-packages/pkg_resources/_vendor/jaraco,dir,30029
text,/Users/nikakaraseva/Desktop/GB/PYTHON_new/Seminars/Sem_8/venv/lib/python3.11/site-packages/pkg_resources/_vendor/jaraco,dir,42169
functools.cpython-311.pyc,[],file,20326
context.cpython-311.pyc,[],file,9463
__init__.cpython-311.pyc,[],file,240
__init__.py,['__pycache__'],file,15526
__pycache__,/Users/nikakaraseva/Desktop/GB/PYTHON_new/Seminars/Sem_8/venv/lib/python3.11/site-packages/pkg_resources/_vendor/jaraco/text,dir,26643
__init__.cpython-311.pyc,[],file,26643
results.py,"['diagram', '__pycache__']",file,25341
unicode.py,"['diagram', '__pycache__']",file,10787
util.py,"['diagram', '__pycache__']",file,6805
actions.py,"['diagram', '__pycache__']",file,6426
__init__.py,"['diagram', '__pycache__']",file,9159
core.py,"['diagram', '__pycache__']",file,213310
common.py,"['diagram', '__pycache__']",file,12936
exceptions.py,"['diagram', '__pycache__']",file,9023
testing.py,"['diagram', '__pycache__']",file,13402
helpers.py,"['diagram', '__pycache__']",file,39129
diagram,/Users/nikakaraseva/Desktop/GB/PYTHON_new/Seminars/Sem_8/venv/lib/python3.11/site-packages/pkg_resources/_vendor/pyparsing,dir,23668
__pycache__,/Users/nikakaraseva/Desktop/GB/PYTHON_new/Seminars/Sem_8/venv/lib/python3.11/site-packages/pkg_resources/_vendor/pyparsing,dir,461634
__init__.py,[],file,23668
helpers.cpython-311.pyc,[],file,53669
core.cpython-311.pyc,[],file,277678
unicode.cpython-311.pyc,[],file,15406
testing.cpython-311.pyc,[],file,19548
common.cpython-311.pyc,[],file,14826
actions.cpython-311.pyc,[],file,8504
exceptions.cpython-311.pyc,[],file,12968
util.cpython-311.pyc,[],file,14305
results.cpython-311.pyc,[],file,36352
__init__.cpython-311.pyc,[],file,8378
appdirs.cpython-311.pyc,[],file,29481
__init__.cpython-311.pyc,[],file,233
__init__.py,['__pycache__'],file,83
more.py,['__pycache__'],file,132569
recipes.py,['__pycache__'],file,18410
__pycache__,/Users/nikakaraseva/Desktop/GB/PYTHON_new/Seminars/Sem_8/venv/lib/python3.11/site-packages/pkg_resources/_vendor/more_itertools,dir,195315
more.cpython-311.pyc,[],file,167995
recipes.cpython-311.pyc,[],file,26986
__init__.cpython-311.pyc,[],file,334
readers.py,[],file,3566
_common.py,[],file,2741
__init__.py,[],file,506
_itertools.py,[],file,884
_adapters.py,[],file,4504
_compat.py,[],file,2706
_legacy.py,[],file,3494
simple.py,[],file,2836
abc.py,[],file,3886
__init__.cpython-311.pyc,[],file,159605
__init__.py,['__pycache__'],file,2426
__pycache__,/Users/nikakaraseva/Desktop/GB/PYTHON_new/Seminars/Sem_8/venv/lib/python3.11/site-packages/pkg_resources/extern,dir,4352
__init__.cpython-311.pyc,[],file,4352
__init__.py,['__pycache__'],file,6128
override.py,['__pycache__'],file,44
__pycache__,/Users/nikakaraseva/Desktop/GB/PYTHON_new/Seminars/Sem_8/venv/lib/python3.11/site-packages/_distutils_hack,dir,11192
__init__.cpython-311.pyc,[],file,11192
